"","genome","taxonomy","phy_distance","OGT","gRodonpred","phylopred","combopred"
"52","GB_GCA_000174895.1","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus flavefaciens_A",1.033288281,31.6523902898476,0.645066973118003,4.85177665807997,2.88466515258407
"53","GB_GCA_000175855.1","d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Raphidiopsis;s__Raphidiopsis brookii",0.020812207,38.5694510416298,9.61949910857375,10.0447983086601,10.0345406667755
"54","GB_GCA_000176735.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria polysaccharea",0.038060224,30.7157203896973,3.55788768402347,0.610836181808545,0.630575976364451
"55","GB_GCA_000179315.1","d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__Desulfatiglandaceae;g__NaphS2;s__NaphS2 sp000179315",1.447168713,36.1461861095775,19.1202618287667,23.1238482253821,22.7251261565956
"56","GB_GCA_000182945.1","d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium vincentii",0,35.7985083535173,1.70251896958024,8.1864256921312,7.22854927494813
"57","GB_GCA_000183865.1","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria marthii",0.015317446,30.5694116829237,1.6377584609369,0.470612522358265,0.521512823463829
"58","GB_GCA_000195205.2","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAILRJ01;s__CAILRJ01 sp010365165",0.507444318,16.7730527500788,14.46806370407,4.02598965887634,4.09280249400012
"59","GB_GCA_000196815.1","d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_A;s__Nitrospira_A defluvii_A",1.542950956,33.7546568782156,13.2244324954944,13.5715353931835,13.5300220320135
"60","GB_GCA_000198515.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Ketobacteraceae;g__HdN1;s__HdN1 sp000198515",0.749164654,26.9116817237567,26.4767281899961,4.77911926838777,5.04133534898992
"61","GB_GCA_000200715.1","d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Cenarchaeum;s__Cenarchaeum symbiosum",3.4248,24.7610726673546,15.0643169023232,5.85017467657815,9.4883820601146
"62","GB_GCA_000204585.1","d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosarchaeum;s__Nitrosarchaeum limnae",3.20501,32.6922433763692,11.6271173261038,5.85017467657815,8.21985537471682
"63","GB_GCA_000205985.2","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__SUP05;s__SUP05 sp000205985",1.224180077,23.9394982298273,7.78577090035572,8.64568386294172,8.55230941684606
"64","GB_GCA_000209465.1","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__Lachnoanaerobaculum sp000209465",0.968631177,35.7742783223777,1.87155106552832,5.61977540768386,4.72823601255767
"65","GB_GCA_000209515.2","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Endobugula;s__Endobugula sp000209515",0.758561165,25.6319954614886,4.60595992224462,5.02306118675618,4.98674026748897
"66","GB_GCA_000214475.2","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp000214475",0.930951053,34.4837135597869,3.33294945626583,4.61860130654543,4.44718578521496
"67","GB_GCA_000214705.1","d__Bacteria;p__Bacillota_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Desulfovirgulaceae;g__Desulfofundulus;s__Desulfofundulus kuznetsovii",0.575803501,60.7777583382949,3.49220959056755,7.00918295879676,6.61913410944271
"68","GB_GCA_000218705.1","d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A marinus_Q",0.800998114,25.4453394417037,10.2715263891246,18.1267335856864,17.552898742443
"69","GB_GCA_000218745.1","d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A marinus_T",0.789642817,36.3146760900169,6.38773501167013,18.1267335856864,16.8082357884392
"70","GB_GCA_000220355.1","d__Archaea;p__Nanohaloarchaeota;c__Nanosalinia;o__Nanosalinales;f__Nanosalinaceae;g__Nanosalinarum;s__Nanosalinarum sp000220355",2.83053,36.7686528871417,9.46329182371097,4.8948959990761,6.640824607283
"71","GB_GCA_000220375.1","d__Archaea;p__Nanohaloarchaeota;c__Nanosalinia;o__Nanosalinales;f__Nanosalinaceae;g__Nanosalina;s__Nanosalina sp000220375",2.83322,55.2719736279775,9.01752826364849,4.8948959990761,6.49703750057835
"72","GB_GCA_000222855.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__WG-1;s__WG-1 sp000222855",0.794914864,24.4090612468435,0.805815565202996,6.46414084767228,4.19869630470523
"73","GB_GCA_000223255.2","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantis_G",0.071434262,31.785036462894,0.445842915789111,0.497500621304072,0.486915042327321
"74","GB_GCA_000223315.2","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp000223315",0.926593544,39.3418586281165,2.42807877273224,4.61860130654543,4.23559417038645
"75","GB_GCA_000224475.1","d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halolamina;s__Halolamina sp000224475",0.49426,38.6594512044473,2.90467931804101,5.45174963537198,4.65555106362463
"76","GB_GCA_000224765.2","d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__JCVI-SCAAA005;s__JCVI-SCAAA005 sp000224765",1.788575988,25.8511849032654,17.1415293262656,11.3221363748563,12.013518111933
"77","GB_GCA_000227505.4","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__Luminiphilus sp000227505",0.578023496,27.1738838225978,5.51850514098886,4.61722745180354,4.66949267354153
"78","GB_GCA_000227525.2","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Litorivicinaceae;g__HIMB30;s__HIMB30 sp000227525",0.829046466,28.3086478969808,6.91168629445949,4.48334941397639,4.62597724983557
"79","GB_GCA_000230935.2","d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium rhodesiae_B",0.280895774,31.18668983327,5.31431769451237,57.2848299660344,51.1627216276802
"80","GB_GCA_000230955.3","d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halobacterium;s__Halobacterium sp000230955",0.26878,44.1084572765021,3.42769799849172,3.09603861036708,3.17102264789911
"81","GB_GCA_000237975.1","d__Bacteria;p__Bacillota_E;c__Sulfobacillia;o__Sulfobacillales;f__Sulfobacillaceae;g__Sulfobacillus_A;s__Sulfobacillus_A acidophilus",0.521513728,62.4737657332094,4.12023029353803,4.54951569473061,4.51765851460504
"82","GB_GCA_000238815.2","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Puniceispirillales;f__Puniceispirillaceae;g__HIMB100;s__HIMB100 sp000238815",0.841427041,19.048623773631,11.3168725947676,5.99298479953301,6.2114730038378
"83","GB_GCA_000238975.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia_D;s__Serratia_D symbiotica_A",0.322556478,36.3674703521598,6.89914487886585,4.18748246714627,4.27601419370906
"84","GB_GCA_000242815.2","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Janthinobacterium;s__Janthinobacterium lividum_D",0.538677714,20.0459518107535,0.911987077232459,4.02598965887634,3.13598650518939
"85","GB_GCA_000242935.3","d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Geminisphaera;s__Geminisphaera sp000242935",2.676167617,28.7255089365702,2.06319376618559,16.0142973127923,6.4022201743231
"86","GB_GCA_000244995.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__AHLZ01;s__AHLZ01 sp000244995",0.60532433,26.7059774787289,8.2084983938715,11.6703104069943,11.4608494676617
"87","GB_GCA_000245075.1","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Pseudoroseomonas;s__Pseudoroseomonas sp000245075",1.067601963,32.1936706239873,1.73464220164262,7.37210379319404,5.727028848082
"88","GB_GCA_000246735.1","d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L1;s__MGIIa-L1 sp000246735",2.90921,15.5976297795289,3.86849040640805,8.56215333076727,5.85020937851781
"89","GB_GCA_000247545.1","d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__Pyrobaculum oguniense",0,95.3576567081907,2.35460266009579,1.4906103065955,1.64140755647818
"90","GB_GCA_000252485.1","d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Prochloraceae;g__Prochloron;s__Prochloron didemni",0.472954308,37.9689475765291,9.95917467660433,22.2859834889296,21.5909926454465
"91","GB_GCA_000252525.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SAR86;f__D2472;g__SAR86A;s__SAR86A sp000252525",1.601355368,34.1834551389718,8.83709146334436,8.64568386294172,8.67332157658566
"92","GB_GCA_000263275.1","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_E;s__Helicobacter_E bizzozeronii",0.608191803,23.4796798769893,13.178286078733,2.65977946467133,2.831132508059
"93","GB_GCA_000263395.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__Stutzerimonas stutzeri_C",0.158507304,32.9523574733798,2.15736789598541,0.721230938134129,0.784530125842481
"94","GB_GCA_000270325.1","d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Caldarchaeaceae;g__Caldarchaeum;s__Caldarchaeum subterraneum_A",2.61639,63.3053402115397,6.21915057141075,5.85017467657815,6.01190250917361
"95","GB_GCA_000276965.1","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Thiovulaceae;g__Thiovulum_A;s__Thiovulum_A sp000276965",0.914366081,22.4514814395797,4.83921474428512,2.66793608732878,2.82302713343519
"96","GB_GCA_000283575.1","d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter valericigenes",1.266987347,30.7827109190031,1.94471491226001,4.8896047652498,4.09721593903166
"97","GB_GCA_000283635.1","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus macedonicus",0.160943544,28.4177036874528,0.607693670227894,0.672429338010898,0.660907236806585
"98","GB_GCA_000291805.1","d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A;s__Prochlorococcus_A sp000291805",0.804540445,31.835204255086,7.88084909086449,18.1267335856864,17.1617735548172
"99","GB_GCA_000293845.2","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__Micropelagos;s__Micropelagos sp000293845",0.947842472,23.2912255395971,13.5642640881361,11.7215527963094,11.8214622331165
"100","GB_GCA_000296795.1","d__Bacteria;p__Planctomycetota;c__Brocadiia;o__Brocadiales;f__Brocadiaceae;g__Jettenia;s__Jettenia caeni",1.661219152,44.4597129072773,6.57021610839207,12.0782836171856,10.8837886992068
"101","GB_GCA_000296995.1","d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp000296995",0.042390681,35.3875204446836,0.202330233320396,0.459121614044386,0.358815210123728
"102","GB_GCA_000299095.1","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp000299095",1.125675335,26.7806841555762,7.34574988173257,10.6529605603516,10.2795987806454
"103","GB_GCA_000299115.1","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__HIMB59;f__HIMB59;g__HIMB59;s__HIMB59 sp000299115",1.809119405,23.4807442460166,13.1734112044493,10.6529605603516,11.0184350275197
"104","GB_GCA_000302695.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Tenebrionibacter;s__Tenebrionibacter sp000302695",0.109223366,26.8600748591195,2.17058508723923,1.9937664231064,2.00623842463352
"105","GB_GCA_000306725.1","d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus psychrophilus",0,41.7231311914894,5.12680766321298,8.08997805696088,7.31483909642884
"106","GB_GCA_000307305.1","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__B14;s__B14 sp000307305",0.184548976,26.2461467808489,3.76468858765236,4.66961838246153,4.61535513108679
