Name	Sequence Length
GCA_013401515.1_Archaea_Halobacteriota_Halobaculum_halophilum	32
GCA_013402815.2_Archaea_Halobacteriota_Natrinema_halophilum	32
GCA_013402875.1_Archaea_Halobacteriota_Halobaculum_salinum	32
GCA_013407255.1_Bacteria_Bacillota_A_Clostridium_beijerinckii	1
GCA_013407275.1_Archaea_Thermoproteota_Candidatus_Nitrosotenuis_sp._DW1	33
GCA_013415885.1_Archaea_Halobacteriota_Halosimplex_rubrum	32
GCA_013705725.1_Bacteria_Pseudomonadota_Klebsiella_sp._RHBSTW-00484	1
GCA_013761045.1_Archaea_Methanobacteriota_A_Methanococcus_maripaludis	34
GCA_014192335.1_Bacteria_Planctomycetota_Rhodopirellula_rubra	1
GCA_014203275.1_Bacteria_Acidobacteriota_Granulicella_aggregans	34
GCA_014212355.1_Archaea_Halobacteriota_Halobellus_sp._MBLA0160	32
GCA_014274465.1_Bacteria_Acidobacteriota_Alloacidobacterium_dinghuense	3
GCA_014646535.1_Archaea_Thermoproteota_Thermocladium_modestius	27
GCA_014695845.1_Bacteria_Cyanobacteriota_Trichocoleus_sp._FACHB-591	3
GCA_014696265.1_Bacteria_Cyanobacteriota_Planktothrix_sp._FACHB-1375	3
GCA_014697125.1_Bacteria_Cyanobacteriota_Anabaena_minutissima_FACHB-250	4
GCA_014697625.1_Bacteria_Cyanobacteriota_Anabaena_azotica_FACHB-119	4
GCA_014698475.1_Bacteria_Cyanobacteriota_Nostoc_spongiaeforme_FACHB-130	4
GCA_014698965.1_Bacteria_Cyanobacteriota_Iningainema_sp._BLCCT55	4
GCA_014764505.1_Bacteria_Cyanobacteriota_Phormidium_tenue_FACHB-886	2
GCA_014876775.1_Archaea_Thermoproteota_Infirmifilum_lucidum	33
GCA_015097735.1_Bacteria_Pseudomonadota_Vibrio_nigripulchritudo	1
GCA_015207065.1_Bacteria_Cyanobacteriota_Leptolyngbya_cf._ectocarpi_LEGE_11479	4
GCA_015207105.1_Bacteria_Cyanobacteriota_cf._Phormidesmis_sp._LEGE_11477	3
GCA_015207265.1_Bacteria_Cyanobacteriota_Nodosilinea_sp._LEGE_07298	3
GCA_015207445.1_Bacteria_Cyanobacteriota_Coleofasciculus_sp._LEGE_07081	3
GCA_015207605.1_Bacteria_Cyanobacteriota_Oculatella_sp._LEGE_06141	2
GCA_015207735.1_Bacteria_Cyanobacteriota_Phormidium_sp._LEGE_05292	3
GCA_015277775.1_Bacteria_Acidobacteriota_Paludibaculum_fermentans	2
GCA_015354265.1_Bacteria_Myxococcota_Simulacricoccus_sp._17bor-14	1
GCA_015654385.1_Archaea_Thermoproteota_Saccharolobus_solfataricus	36
GCA_016056275.1_Bacteria_Cyanobacteriota_Nostocaceae_cyanobacterium_CENA369	4
GCA_016056305.1_Bacteria_Cyanobacteriota_Nostoc_sp._CENA67	4
GCA_016865525.2_Bacteria_Pseudomonadota_Sodalis_ligni	1
GCA_016904885.1_Bacteria_Myxococcota_Archangium_primigenium	1
GCA_017352155.2_Archaea_Halobacteriota_Haloterrigena_alkaliphila	32
GCA_017353175.1_Bacteria_Bacteroidota_Fibrella_sp._HMF5405	1
GCA_017357525.1_Archaea_Halobacteriota_Methanofollis_aquaemaris	32
GCA_017612575.1_Archaea_Halobacteriota_Halomicrobium_sp._IBSBa	32
GCA_017873815.1_Archaea_Halobacteriota_Halorubrum_alkaliphilum	32
GCA_017873855.1_Archaea_Halobacteriota_Methanolinea_mesophila	32
GCA_017874375.1_Archaea_Halobacteriota_Methanohalophilus_levihalophilus	32
GCA_017874455.1_Archaea_Methanobacteriota_Methanobacterium_aggregans	36
GCA_017875315.1_Archaea_Halobacteriota_Methanomicrobium_sp._W14	32
GCA_017875325.1_Archaea_Halobacteriota_Methanofollis_sp._W23	32
GCA_018132105.1_Archaea_Halobacteriota_Methanocalculus_chunghsingensis	32
GCA_018141185.1_Archaea_Methanobacteriota_Methanobacterium_alkalithermotolerans	36
GCA_018502485.1_Archaea_Halobacteriota_Methanospirillum_sp._J.3.6.1-F.2.7.3	32
GCA_019061225.1_Archaea_Halobacteriota_Halomicroarcula_salina	32
GCA_019061235.1_Archaea_Halobacteriota_Halomicroarcula_limicola	32
GCA_019176455.1_Eukaryote_Solea_senegalensis	26
GCA_019599465.1_Archaea_Halobacteriota_Halomicroarcula_sp._F13	32
GCA_019599485.1_Archaea_Halobacteriota_Halomicroarcula_sp._F28	32
GCA_019633745.1_Archaea_Halobacteriota_Methanofollis_formosanus	32
GCA_019704315.1_Archaea_Thermoproteota_Stygiolobus_caldivivus	36
GCA_019880225.1_Archaea_Halobacteriota_Halobaculum_rubrum	32
GCA_019931065.1_Archaea_Methanobacteriota_Methanobacterium_sp._VT	36
GCA_020521235.1_Bacteria_Cyanobacteriota_Microseira_wollei_NIES-4236	3
GCA_020804225.1_Archaea_Halobacteriota_Methanosarcina_sp._DH2	32
GCA_020886315.1_Archaea_Thermoproteota_Saccharolobus_caldissimus	36
GCA_020992305.1_Bacteria_Planctomycetota_Roseiconus_lacunae	1
GCA_021029015.1_Archaea_Halobacteriota_Halobacterium_sp._KA-6	32
GCA_021233415.1_Archaea_Halobacteriota_Halobacterium_litoreum	32
GCA_021655615.1_Archaea_Thermoproteota_Acidianus_sp._HS-5	36
GCA_022605165.1_Eukaryote_Purpureocillium_takamizusanense	26
GCA_022780185.1_Archaea_Methanobacteriota_Methanobrevibacter_woesei	37
GCA_022870485.1_Archaea_Halobacteriota_Halococcus_dombrowskii	32
GCA_023227715.1_Archaea_Methanobacteriota_Methanobacterium_alcaliphilum	36
GCA_023638035.1_Archaea_Halobacteriota_Natronocalculus_amylovorans	32
GCA_023638055.1_Archaea_Halobacteriota_Natranaeroarchaeum_aerophilus	32
GCA_023746595.1_Archaea_Methanobacteriota_B_Thermococcus_argininiproducens	33
GCA_024138165.1_Archaea_Halobacteriota_Halorussus_vallis	32
GCA_024170505.1_Archaea_Halobacteriota_Methanocalculus_alkaliphilus	32
GCA_024178385.1_Bacteria_Cyanobacteriota_Symplocastrum_sp._BBK-W-15	3
GCA_024372745.1_Archaea_Halobacteriota_Methanocalculus_taiwanensis	32
GCA_024500045.1_Archaea_Halobacteriota_Methanolobus_chelungpuianus	32
GCA_024662215.1_Archaea_Halobacteriota_Methanoplanus_endosymbiosus	32
GCA_025231485.1_Archaea_Halobacteriota_Salinirubellus_salinus	32
GCA_025264625.1_Bacteria_Acidobacteriota_Occallatibacter_riparius	8
GCA_025399835.1_Archaea_Halobacteriota_Haloarchaeobius_sp._HME9146	32
GCA_025449255.1_Archaea_Methanobacteriota_A_Methanococcus_aeolicus	34
GCA_025517495.1_Archaea_Halobacteriota_Halobacteria_archaeon_AArc-xg1-1	32
GCA_026000775.1_Archaea_Thermoproteota_Vulcanisaeta_souniana_JCM_11219	27
GCA_026250525.1_Bacteria_Bacteroidota_Chondrinema_litorale	1
GCA_026414425.1_Archaea_Thermoproteota_Pyrobaculum_aerophilum	25
GCA_026684035.1_Archaea_Halobacteriota_Methanogenium_organophilum	32
GCA_027921745.1_Eukaryote_Schizosaccharomyces_osmophilus	27
GCA_028368975.1_Bacteria_Myxococcota_Stigmatella_sp._ncwal1	1
GCA_029633915.1_Archaea_Halobacteriota_Methanomicrobium_antiquum	32
GCA_029633965.1_Archaea_Halobacteriota_Methanogenium_sp._S4BF	32
GCA_029953635.1_Bacteria_Cyanobacteriota_Halotia_branconii_CENA392	4
GCA_030250195.1_Archaea_Halobacteriota_Halobacterium_salinarum	32
GCA_030273315.1_Archaea_Halobacteriota_Natrialbaceae_archaeon_AArc-T1-2	32
GCA_030381805.1_Bacteria_Cyanobacteriota_Chlorogloeopsis_sp._ULAP01	4
GCA_030655975.1_Archaea_Halobacteriota_Methanocalculus_sp.	32
GCA_030848565.1_Archaea_Halobacteriota_Natronolimnohabitans_sp._A-GB9	32
GCA_030848585.1_Archaea_Halobacteriota_Halobellus_sp._H-GB7	32
GCA_035222275.1_Eukaryote_Podospora_bellae-mahoneyi	26
GCA_900100385.1_Archaea_Halobacteriota_Halovenus_aranensis	32
GCA_900100715.1_Archaea_Halobacteriota_Methanolobus_vulcani	32
GCA_900100875.1_Archaea_Halobacteriota_Halopelagius_longus	32
GCA_900102375.1_Archaea_Halobacteriota_Halorubrum_xinjiangense	32
GCA_900103415.1_Archaea_Methanobacteriota_Methanobrevibacter_millerae	37
GCA_900103505.1_Archaea_Halobacteriota_Haloarchaeobius_iranensis	32
GCA_900103715.1_Archaea_Halobacteriota_Halogranum_gelatinilyticum	32
GCA_900104065.1_Archaea_Halobacteriota_Natronobacterium_texcoconense	32
GCA_900107195.1_Archaea_Halobacteriota_Halobellus_clavatus	32
GCA_900107205.1_Archaea_Halobacteriota_Halopenitus_persicus	32
GCA_900107665.1_Archaea_Halobacteriota_Haloplanus_vescus	32
GCA_900108095.1_Archaea_Halobacteriota_Natronorubrum_sediminis	32
GCA_900108505.1_Archaea_Halobacteriota_Halopenitus_malekzadehii	32
GCA_900109595.1_Archaea_Methanobacteriota_Methanobrevibacter_gottschalkii	37
GCA_900109695.1_Archaea_Halobacteriota_Haloferax_larsenii	32
GCA_900110535.1_Archaea_Halobacteriota_Halobacterium_jilantaiense	32
GCA_900112175.1_Archaea_Halobacteriota_Halogeometricum_rufum	32
GCA_900113245.1_Archaea_Halobacteriota_Halopelagius_inordinatus	32
GCA_900113615.1_Archaea_Halobacteriota_Halorubrum_aquaticum	32
GCA_900114435.1_Archaea_Halobacteriota_Halomicrobium_zhouii	32
GCA_900114835.1_Archaea_Halobacteriota_Methanolobus_profundi	32
GCA_900115785.1_Archaea_Halobacteriota_Halogeometricum_limi	32
GCA_900170035.1_Bacteria_Desulfobacterota_Desulfamplus_magnetovallimortis	5
GCA_900188065.1_Archaea_Halobacteriota_Halorubrum_vacuolatum	32
