ID,designation_header,strain_number_header,is_type_strain_header,species,Genome seq. accession number,Oxygen tolerance
2398,6230,"DSM 249, VKM B-3634, NBRC 106566",1,Chlorobaculum thiosulfatiphilum,1092.5,obligate anaerobe
,,,,,115852.5,
,,,,,GCA_006265165,
2568,743B,"DSM 3052, ATCC 35296, OCM 3",1,Clostridium cellulovorans,573061.4,obligate anaerobe
,,,,,573061.5,
,,,,,648028016,
,,,,,648276630,
,,,,,GCA_000145275,
,,,,,GCA_000180115,
2836,SL1,"DSM 12750, ATCC BAA-623",1,Clostridium drakei,2574180002,obligate anaerobe
,,,,,GCA_000633595,
,,,,,GCA_003096175,
164372,JN500901,"JCM 32827, CICC 24501",1,Clostridium fermenticellae,2877458654,obligate anaerobe
,,,,,GCA_003600355,
132388,BEY10,"DSM 100320, ACCC 00785",1,Clostridium liquoris,1289519.3,obligate anaerobe
,,,,,2791355327,
,,,,,GCA_002995785,
166338,"CSURP1360, ND2",DSM 27309,1,Clostridium massiliamazoniense,2775507067,obligate anaerobe
,,,,,GCA_001403635,
2841,ISDg,"DSM 18823, ATCC 700394",1,Clostridium phytofermentans,357809.8,obligate anaerobe
159188,WCA-389-WT-23D1,"DSM 100959, JCM 34385",1,Clostridium porci,2605778.3,obligate anaerobe
,,,,,GCA_009696375,
,,,,,VUMD00000000,
169899,PYR-10,"CGMCC 1.5286, CCAM 531, JCM 33161",1,Clostridium prolinivorans,GCA_004011155,obligate anaerobe
,,,,,RJWG00000000,
3050,,"DSM 22478, JCM 16071, YIT 12063, KCTC 15132",1,Collinsella tanakaei,2513237344,obligate anaerobe
,,,,,742742.3,
,,,,,GCA_000225705,
3160,,"DSM 44185, CCUG 35015, DMMZ 1075, CIP 104920",0,Corynebacterium coyleae,53374.55,obligate anaerobe
,,,,,53374.59,
,,,,,53374.6,
,,,,,53374.61,
140633,"R-50085, TKD4","LMG 28276, CCUG 65815, DSM 107388, NML 130206",1,Corynebacterium lowii,2923646667,obligate anaerobe
3053,3-Dec,"DSM 15641, ATCC 700683, CCUG 55773",1,Cryptobacterium curtum,469378.5,obligate anaerobe
,,,,,644736346,
,,,,,GCA_000023845,
3841,SSM1,"DSM 14783, JCM 11476, NBRC 101012",1,Deferribacter desulfuricans,639282.12,obligate anaerobe
,,,,,639282.3,
,,,,,646564525,
,,,,,GCA_000010985,
11765,DCB-2,DSM 10664,1,Desulfitobacterium hafniense,272564.6,obligate anaerobe
,,,,,643348537,
,,,,,GCA_000021925,
133072,Prop6,"DSM 103420, JCM 31535",1,Desulfobulbus oligotrophicus,1909699.3,obligate anaerobe
,,,,,GCA_016446285,
140353,NAW-5,"DSM 102911, NBRC 112242",1,Desulfocucumis palustris,2788500037,obligate anaerobe
,,,,,GCA_002933875,
4043,"HR100, HR<SUB>100</SUB>","DSM 5692, JCM 16813, ATCC 49708",1,Desulfohalobium retbaense,485915.1,obligate anaerobe
,,,,,485915.5,
,,,,,644736349,
,,,,,GCA_000024325,
4030,LSv54,DSM 12343,1,Desulfotalea psychrophila,177439.6,obligate anaerobe
,,,,,637000094,
,,,,,GCA_000025945,
140524,GSS09,"KCTC 15523, MCCC 1K01254",1,Desulforamulus ferrireducens,1833852.3,obligate anaerobe
,,,,,GCA_002005145,
132457,TR1,"DSM 29984, JCM 30680",1,Desulfurella amilsii,GCA_002119425,obligate anaerobe
133400,MLFW-2,"DSM 28709, JCM 30866, ATCC PTA-120556",1,Desulfuribacillus stibiiarsenatis,2751185656,obligate anaerobe
,,,,,GCA_001742305,
2497,S5,"DSM 22839, ATCC BAA-1389",1,Desulfurispirillum indicum,649633038,obligate anaerobe
,,,,,653733.4,
,,,,,GCA_000177635,
4199,Z-1312,"DSM 16532, JCM 13383, VKM V-2316",0,Desulfurococcus amylolyticus,2513020047,obligate anaerobe
,,,,,768672.7,
,,,,,GCA_000231015,
4200,1221n,"DSM 18924, JCM 16383, VKM B-2413",0,Desulfurococcus amylolyticus,GCA_000020905,obligate anaerobe
4198,O7/1,"DSM 2162, ATCC 35584, JCM 9187",1,Desulfurococcus mucosus,649633040,obligate anaerobe
,,,,,765177.25,
,,,,,GCA_000186365,
132452,SPR,"DSM 100305, JCM 30857",1,Dethiosulfatarculus sandiegensis,2627853875,obligate anaerobe
,,,,,GCA_000931935,
17122,E7.25,"CIP 108215, DSM 15470, CCUG 47026, JCM 17566",1,Dialister invisus,592028.3,obligate anaerobe
,,,,,645951833,
,,,,,GCA_000160055,
4240,Z-1310,DSM 6724,1,Dictyoglomus turgidum,515635.4,obligate anaerobe
,,,,,643348543,
,,,,,GCA_000021645,
158404,,"DSM 104140, CCUG 70284, CEBAS 4A",1,Ellagibacter isourolithinifaciens,2137581.3,obligate anaerobe
,,,,,2887116418,
,,,,,GCA_008831035,
158401,ResAG-96,"DSM 105130, JCM 32273",1,Enteroscipio rubneri,2831391350,obligate anaerobe
,,,,,GCA_002899715,
164230,SNUG30370,"JCM 32257, KCTC 15632",1,Faecalibacillus faecis,2886994655,obligate anaerobe
,,,,,GCA_003024675,
164229,SNUG30099,"JCM 32256, KCTC 15631",1,Faecalibacillus intestinalis,2886854936,obligate anaerobe
,,,,,GCA_003024685,
2621,,"DSM 1287, ATCC 13619, ATCC 25750, JCM 1429, NCIB 10650, BCRC 14529, LMG 3286, NCCB 73016, NCIMB 10650, VPI 0565",1,Faecalicatena orotica,2928587524,obligate anaerobe
130324,"37-2, 37-2a","DSM 26963, LMG 27428",1,Faecalicoccus acidiformans,2861580396,obligate anaerobe
,,,,,915173.6,
,,,,,GCA_014202635,
140268,EGH7,"DSM 103426, JCM 30896",1,Faecalimonas umbilicata,1912855.5,obligate anaerobe
,,,,,1912855.8,
,,,,,2784746781,
,,,,,2832053327,
,,,,,GCA_003402615,
,,,,,GCA_004346095,
17033,Rt17-B1,"DSM 5306, ATCC 35602",1,Fervidobacterium nodosum,381764.8,obligate anaerobe
,,,,,640753026,
,,,,,GCA_000017545,
133268,FC2004,"JCM 18757, ATCC BAA-2483, ATCC AA-2483",1,Fervidobacterium thailandense,1008305.3,obligate anaerobe
,,,,,2881251750,
,,,,,GCA_001719065,
2537,9a,"DSM 604, ATCC 7906, IMG 1642, KCTC 5404",1,Gottschalkia acidurici,1128398.8,obligate anaerobe
,,,,,2517487003,
,,,,,GCA_000299355,
2650,,"DSM 1384, ATCC 33906, WA 1",1,Clostridium purinilyticum,1503.6,obligate anaerobe
,,,,,2645727973,
,,,,,GCA_001190785,
14324,H1,"DSM 7334, ATCC 51460",1,Gracilinema caldarium,2505679006,obligate anaerobe
,,,,,744872.3,
,,,,,GCA_000219725,
140834,HSR2,"JCM 30661, UNIQEM U935",1,Halanaeroarchaeum sulfurireducens,GCA_001011115,obligate anaerobe
5868,SLAS-1,"DSM 21684, ATCC BAA-1651",1,Halarsenatibacter silvermanii,2639762507,obligate anaerobe
,,,,,GCA_900103135,
132987,A1336,"DSM 100333, CCOS 902, CCUG 67421, KCTC 15694",1,Prevotella colorans,1703337.3,obligate anaerobe
,,,,,2756170230,
,,,,,GCA_003096815,
139940,"UW S3, UWS3","DSM 104698, JCM 34256",1,Hallerella succinigenes,2747842507,obligate anaerobe
,,,,,GCA_002797675,
4161,,"DSM 17919, ATCC 29578, NCIMB 9335, Sylt 3",1,Halodesulfovibrio aestuarii,1121444.3,obligate anaerobe
,,,,,2518645586,
,,,,,2585428154,
,,,,,876.1,
,,,,,GCA_000384815,
,,,,,GCA_900142115,
4153,"NMRC 101113, C/L 2","DSM 17456, JCM 14577, NBRC 101113",1,Halodesulfovibrio marinisediminis,1121457.4,obligate anaerobe
,,,,,2585428071,
,,,,,GCA_900129975,
133061,JC271,"DSM 100016, KCTC 15474",1,Halodesulfovibrio spirochaetisodalis,2751185719,obligate anaerobe
,,,,,GCA_001672295,
2648,CG,"DSM 3090, ATCC 49002",1,Hathewaya proteolytica,1121331.3,obligate anaerobe
,,,,,2585428174,
,,,,,GCA_900142225,
159457,WCA-MUC-591-APC-3H,"DSM 104962, JCM 34390",1,Hornefia butyriciproducens,2606707.3,obligate anaerobe
,,,,,GCA_009695915,
,,,,,VUMZ00000000,
4192,"AQ1.S1, TG 866","DSM 17230, JCM 13409",1,Ignisphaera aggregans,583356.9,obligate anaerobe
,,,,,648028035,
,,,,,GCA_000145985,
159202,WCA-383-APC-5B,"DSM 108839, JCM 34424",1,Inconstantimicrobium porci,2606627.3,obligate anaerobe
,,,,,GCA_009696465,
,,,,,VULX00000000,
133070,KNHs209,"DSM 100556, ATCC TSD-26",1,Kineothrix alysoides,1469948.5,obligate anaerobe
,,,,,2574179786,
,,,,,2788499853,
,,,,,GCA_000732725,
,,,,,GCA_004345255,
132396,DLD10,"DSM 28816, JCM 30818",1,Lachnotalea glycerini,1763509.6,obligate anaerobe
,,,,,2756170264,
,,,,,GCA_002251105,
,,,,,GCA_003201285,
157758,3BBH22,"DSM 106493, JCM 32166, KCTC 15743",1,Lawsonibacter asaccharolyticus,2831418171,obligate anaerobe
,,,,,GCA_003112755,
140821,TBC1,"JCM 30898, DSM 100618",1,Lentimicrobium saccharophilum,GCA_001192835,obligate anaerobe
6695,1.1424,"DSM 22467, JCM 18045, LMG 25291, TMW 1.1424",1,Levilactobacillus paucivorans,2663762834,obligate anaerobe
,,,,,616990.3,
,,,,,GCA_001437125,
2452,JA124,"DSM 18632, ATCC BAA-1316, JCM 13911, CIP 109646",1,Marichromatium bheemlicum,365339.3,obligate anaerobe
,,,,,GCA_012276755,
140775,JC444,"KCTC 15554, DSM 103365",1,Marispirochaeta aestuarii,2881371823,obligate anaerobe
,,,,,GCA_002087085,
158441,4NBBH2,"DSM 106860, JCM 32464",1,Mesosutterella multiformis,2259133.3,obligate anaerobe
,,,,,GCA_003402575,
158497,HHB,"DSM 105918, JCM 32161",1,Methanofervidicoccus abyssi,GCA_004310395,obligate anaerobe
158352,YSF-03,"DSM 104044, BCRC AR10049, NBRC 112514",1,Methanolobus psychrotolerans,GCA_002243045,obligate anaerobe
132665,MobH,"DSM 21220, NBRC 104160",1,Methanoeremita antiquus,GCA_029633915,obligate anaerobe
158342,AMET1,"DSM 28684, NBRC 110805, UNIQEM U982",1,Methanonatronarchaeum thermophilum,2786546529,obligate anaerobe
,,,,,GCA_002153915,
132429,E03.2,"DSM 100822, JCM 30921",1,Methanosarcina flavescens,2651869834,obligate anaerobe
,,,,,GCA_001304615,
132450,Gal1,"DSM 26537, JCM 18753",1,Mobilisporobacter senegalensis,1329262.3,obligate anaerobe
,,,,,2788499849,
,,,,,GCA_003752155,
135033,HM-7,"CIP 107383, JCM 11205, ATCC 700923, CCUG 47132, KCTC 15026",1,Mogibacterium diversum,114527.3,obligate anaerobe
,,,,,2788500273,
,,,,,GCA_002998925,
158922,WCA-MUC-591-APC-4B,"DSM 106282, JCM 34371",1,Mogibacterium kristiansenii,2606708.3,obligate anaerobe
,,,,,GCA_009695905,
,,,,,VUNA00000000,
167838,G-116,"KCTC 62956, VKM B-3134",1,Natronospirillum operosum,2562806.3,obligate anaerobe
,,,,,GCA_004768465,
,,,,,SRMF01000000,
170935,,"KCTC 62997, NBRC 113694, CAU 1489",1,Nitratireductor arenosus,GCA_009742725,obligate anaerobe
,,,,,WPHG00000000,
159030,"BSU-380-WT-5A, BSM-380-WT-5A","DSM 106162, JCM 34394",1,Oliverpabstia intestinalis,2606633.3,obligate anaerobe
,,,,,GCA_009696065,
,,,,,VUMS00000000,
3060,D315A-29,"CIP 106885, JCM 14553, DSM 13989, CCUG 45371, KCTC 15029",1,Olsenella profusa,2923489329,obligate anaerobe
3059,D76D-27C,"DSM 7084, ATCC 49627, CIP 109912, CCUG 31166, JCM 12494, VPI D76D-27C, LMG 11480, NCFB 2895, NCIMB 702895",1,Olsenella uli,2846506661,obligate anaerobe
,,,,,633147.4,
,,,,,633147.7,
,,,,,648028047,
,,,,,GCA_000143845,
,,,,,GCA_001437585,
3062,lac31,"DSM 22620, CCUG 58604, JCM 16156, KCTC 15140",1,Olsenella umbonata,2636416177,obligate anaerobe
,,,,,604330.5,
,,,,,GCA_900105025,
3061,A2,"DSM 22619, CCUG 58212, JCM 16157",0,Olsenella umbonata,2606217797,obligate anaerobe
,,,,,604330.4,
,,,,,GCA_900101655,
506,P3M-1,"DSM 23815, VKM B-2669",1,Ornatilinea apprima,1134406.9,obligate anaerobe
,,,,,GCA_001306115,
2666,211,"DSM 2141, ATCC 9714, NCIB 10717, CCUG 9284, LMG 15708, CIP 103658, BCRC 10649, JCM 3814, NCIMB 10717",1,Paeniclostridium sordellii,1292036.3,obligate anaerobe
,,,,,1505.56,
,,,,,1505.66,
,,,,,1505.67,
,,,,,1505.7,
,,,,,1505.8,
,,,,,2563367177,
,,,,,2651869763,
,,,,,GCA_000444075,
,,,,,GCA_000953675,
12496,,"DSM 17365, JCM 13257, CCUG 53888, WB 4",1,Paludibacter propionicigenes,649633080,obligate anaerobe
,,,,,GCA_000183135,
140901,JC272,"KCTC 15476, LMG 28745",1,Paraclostridium benzoelyticum,2767802767,obligate anaerobe
,,,,,2832979616,
,,,,,GCA_001006285,
158397,"2CBE6H3, 2CBEGH3","DSM 105194, JCM 31932",1,Parolsenella catena,2003188.3,obligate anaerobe
,,,,,2837160246,
,,,,,GCA_003966955,
5415,al-2,"DSM 3953, ATCC 49065",1,Peptoclostridium acidaminophilum,1286171.3,obligate anaerobe
,,,,,1286171.8,
,,,,,2562617038,
,,,,,GCA_000597865,
2741,W6,"DSM 5388, ATCC 49638",1,Peptoclostridium litorale,1121324.3,obligate anaerobe
,,,,,1121324.4,
,,,,,2561511002,
,,,,,2585428090,
,,,,,GCA_000699585,
,,,,,GCA_900141635,
23451,ph5,"DSM 25475, CSUR P184, KCTC 15413",0,Peptoniphilus grossensis,2547132150,obligate anaerobe
,,,,,GCA_000311825,
18006,(WAL 2037I,"DSM 22616, ATCC BAA-1638, CCUG 56067, WAL 18898",1,Peptoniphilus koenoeneniae,2926469591,obligate anaerobe
23452,ph1,"DSM 25489, CSUR P187",1,Peptoniphilus obesi,2547132194,obligate anaerobe
,,,,,GCA_000311865,
23453,JC140,"DSM 25694, CSUR P154, KCTC 15414",1,Peptoniphilus tyrrelliae,2547132135,obligate anaerobe
,,,,,GCA_000321025,
23187,Theo 5,"DSM 27025, CCUG 57081, JCM 19103, KCTC 15366",1,Peptostreptococcus canis,1159213.3,obligate anaerobe
,,,,,1159213.4,
,,,,,2913489038,
,,,,,GCA_014229965,
,,,,,GCA_017874285,
159031,"Oil+RF-744-WCA-WT-11, Oil-RF-744-WCA-WT-11","DSM 106895, JCM 34417",1,Porcincola intestinalis,2606632.3,obligate anaerobe
,,,,,GCA_009696445,
,,,,,VULZ00000000,
133139,"UQD444, MRK101, UQD 444","DSM 28520, NCTC 13658",1,Porphyromonas loveana,1884669.3,obligate anaerobe
,,,,,2756170163,
,,,,,GCA_003096695,
166275,A2672,"DSM 108033, CCOS 1231, CCUG 72809",1,Prevotella brunnea,2903673848,obligate anaerobe
,,,,,GCA_008016795,
2401,6030,DSM 260,1,Prosthecochloris vibrioformis,1098.5,obligate anaerobe
,,,,,GCA_006265245,
132578,Souchothèque de Bretagne BG1337,"DSM 101590, NCB 100",1,Pyrococcus kukulkanii,1609559.3,obligate anaerobe
,,,,,2687453501,
,,,,,GCA_001577775,
132610,Su06,"DSM 28599, ATCC BAA-2559",1,Pyrodictium delaneyi,2773858058,obligate anaerobe
,,,,,GCA_001412615,
17878,,"DSM 21034, JCM 15089, KCTC 5806, MFC MfC52, MFC 52",1,Rhizomicrobium electricum,2828326373,obligate anaerobe
,,,,,480070.3,
,,,,,GCA_011762045,
13750,JA297,"DSM 19783, ATCC BAA-1544, CCUG 55397, JCM 14888",1,Rhodovulum kholense,2734482290,obligate anaerobe
,,,,,453584.3,
,,,,,GCA_003053725,
13963,JA131,"DSM 19947, ATCC BAA-1365, JCM 14190",1,Roseospira visakhapatnamensis,2838118685,obligate anaerobe
,,,,,GCA_014197915,
158400,ResAG-85,"DSM 105129, JCM 32272",1,Rubneribacter badeniensis,2831401355,obligate anaerobe
,,,,,GCA_002899695,
2567,Cc,"DSM 1351, ATCC 15832, NCIMB 10669, JCM 1422, LMG 5589, BCRC 14495, KCTC 15225, KCTC 3044, VPI 3359",1,Ruminiclostridium cellobioparum subsp. cellobioparum,1121303.3,obligate anaerobe
,,,,,2556921656,
,,,,,GCA_000621505,
17686,18P13,"DSM 18848, JCM 17042, KCTC 15320",1,Ruminococcus champanellensis,213810.11,obligate anaerobe
,,,,,213810.4,
,,,,,2734481917,
,,,,,GCA_000210095,
,,,,,GCA_001312825,
132588,585-1,"DSM 100348, VKM B-2901",1,Ruthenibacterium lactatiformans,2630968832,obligate anaerobe
,,,,,GCA_000949455,
159203,TLL-A1,"DSM 106076, KCTC 15657",1,Schaedlerella arabinosiphila,2484868.3,obligate anaerobe
,,,,,GCA_003885045,
132448,MO-SEDI,"DSM 24004, JCM 17293",1,Sedimentibacter acidaminivorans,2913419208,obligate anaerobe
,,,,,913099.3,
,,,,,GCA_017873955,
158507,,"DSM 100619, JCM 30867, SBC 8034",1,Prevotella cerevisiae,GCA_024054555,obligate anaerobe
22980,JC110,"DSM 25959, CSUR P147",1,Senegalimassilia anaerobia,2547132148,obligate anaerobe
132680,3b,"DSM 100013, JCM 30645",1,Serpentinicella alkaliphila,1734049.3,obligate anaerobe
,,,,,2795386145,
,,,,,GCA_004345905,
,,,,,GCA_018141405,
3068,,"DSM 22477, JCM 16070, YIT 12062, KCTC 15189",1,Slackia piriformis,2529292933,obligate anaerobe
,,,,,742818.3,
,,,,,GCA_000296445,
4203,P8,"DSM 12710, JCM 10830",1,Staphylothermus hellenicus,591019.7,obligate anaerobe
,,,,,646564573,
,,,,,GCA_000092465,
105,19gly1,DSM 6222,1,Succinispira mobilis,1069080.9,obligate anaerobe
,,,,,2517093043,
,,,,,GCA_000384135,
164710,KGMB03119,"JCM 34010, KCTC 15823, NBRC 114254",1,Sutterella faecalis,CP040882,obligate anaerobe
,,,,,GCA_006337085,
158440,6FBBBH3,"DSM 106861, JCM 32470",1,Sutterella megalosphaeroides,2259134.3,obligate anaerobe
,,,,,2833028006,
,,,,,GCA_003609995,
159905,"38H-Str., 38H-str","DSM 100343, VKM B-2964",1,Tenuifilum thalassicum,CP041345,obligate anaerobe
,,,,,GCA_013265555,
132647,S606,"DSM 101864, MCCC 1A01871",1,Thermodesulfatator autotrophicus,2744054635,obligate anaerobe
,,,,,GCA_001642325,
140262,3127-1,"DSM 102892, VKM B-3043",1,Thermodesulfobium acidiphilum,1794699.3,obligate anaerobe
,,,,,GCA_003057965,
132428,1633,"DSM 22663, VKM B-2946",1,Thermogladius calderae,2521172705,obligate anaerobe
,,,,,GCA_000264495,
17068,RKU-1,"DSM 13995, JCM 10881, ATCC BAA-488",1,Thermotoga petrophila,390874.12,obligate anaerobe
,,,,,640427150,
,,,,,GCA_000016785,
2861,APO,"DSM 14871, ATCC BAA-393, CIP 107910",1,Tindallia californiensis,2651870111,obligate anaerobe
,,,,,GCA_900107405,
18015,,"DSM 6911, CCUG 55419, KRE 4",1,Tissierella creatinophila,1123403.4,obligate anaerobe
,,,,,GCA_001940565,
140319,CHPA,"DSM 103679, NCTC 13848",1,Treponema rectale,2861313337,obligate anaerobe
,,,,,744512.3,
,,,,,744512.4,
,,,,,GCA_014202035,
,,,,,GCA_014984185,
166431,S15,"CGMCC 1.5231, KCTC 15675",1,Vallitalea okinawensis,2786546840,obligate anaerobe
,,,,,GCA_002964605,
17370,Cello,"DSM 14823, ATCC BAA-548, CCUG 54625",1,Victivallis vadensis,172901.3,obligate anaerobe
,,,,,2756170241,
,,,,,GCA_003096415,
1402,BR,"DSM 14931, JCM 12998",1,Vulcanibacillus modesticaldus,GCA_001730235,obligate anaerobe
140798,A7P-90m,"JCM 30888, DSM 100563",1,Williamwhitmania taraxaci,2654588148,obligate anaerobe
,,,,,GCA_900096565,
158435,109,"DSM 105141, VKM B-2992",1,Prevotella rara,2639762917,obligate anaerobe
,,,,,GCA_001275135,
