ID,designation_header,strain_number_header,is_type_strain_header,species,Genome seq. accession number,Oxygen tolerance
150,,"CCUG 34702, DSM 43011, ATCC 10048, NHI 1829",0,Actinomyces israelii,GCA_026891875,anaerobe
190,"genospecies WVA 963, genospecies(serotype) WVA 963","DSM 23038, ATCC 49338, CCUG 34287, KCTC 15157, VPI D135D-26, JCM 16129",1,Actinomyces johnsonii,544581.4,anaerobe
,,,,,GCA_006546835,
,,,,,GCA_008693165,
192,4401292,"DSM 23047, CCUG 53522, KCTC 15158, CSUR P18, JCM 16130, CIP 109360",1,Actinomyces massiliensis,1167628.4,anaerobe
,,,,,2548876973,
,,,,,GCA_000269805,
154,,"DSM 43013, ATCC 12104, CCUG 2238, NCTC 10301, CDC W826, JCM 8349, NIH 279, WVU 45, CCUG 18310, CIP 103128",1,Actinomyces naeslundii,1655.49,anaerobe
,,,,,2531839542,
,,,,,GCA_001956585,
187,R5292,"KCTC 15234, DSM 17234, CCUG 46090, CIP 107639, Hall R5292, JCM 17565",1,Actinomyces oricola,2867461147,anaerobe
,,,,,GCA_004104015,
193,7400942,"KCTC 15137, DSM 23838, CCUG 55928, CSUR P35",1,Actinomyces timonensis,2548877015,anaerobe
,,,,,521393.3,
,,,,,GCA_000295095,
157,,"DSM 43327, ATCC 15987, CCUG 14476, NCTC 10951, WVU 745, NIH T-6, JCM 8353, CCUG 35450, CECT 488, CIP 103147, KCTC 15382, NBIMCC 71",1,Actinomyces viscosus,1656.7,anaerobe
,,,,,1656.9,
,,,,,2868063378,
,,,,,2868359304,
,,,,,GCA_004525795,
,,,,,GCA_900637975,
196,"2298, 2298/06","DSM 24894, CCM 7951, CCUG 61299, CIP 110333, LMG 26472",1,Actinomyces weissii,675090.3,anaerobe
,,,,,GCA_016598775,
130140,IMMIBL-2199,"DSM 26039, CCUG 64068",1,Actinotignum sanguinis,1445614.3,anaerobe
,,,,,2866239221,
,,,,,GCA_003957255,
145,B 5329,"DSM 15541, CCUG 27420, CIP 105739, LMG 18293, CCM 4738",1,Actinotignum schaalii,1120932.3,anaerobe
,,,,,2524614731,
,,,,,2585427650,
,,,,,59505.5,
,,,,,GCA_000429205,
,,,,,GCA_000724605,
146,R9242,"KCTC 15231, DSM 15805, CCUG 46093, CIP 107424",1,Actinotignum urinale,1120933.3,anaerobe
,,,,,2524614758,
,,,,,GCA_000420445,
131515,KB18,"DSM 26090, KCTC 15540",1,Acutalibacter muris,1796620.3,anaerobe
,,,,,2757320831,
,,,,,GCA_002201475,
,,,,,GCA_016697365,
22982,NR06,"DSM 22242, CCUG 57646, KCTC 15365",1,Adlercreutzia caecicola,2824484654,anaerobe
,,,,,2831651148,
,,,,,747645.17,
,,,,,747645.3,
,,,,,GCA_003725335,
,,,,,GCA_014192485,
,,,,,GCA_024623225,
3077,B7,"DSM 21839, CCUG 56815",1,Adlercreutzia caecimuris,GCA_000403355,anaerobe
,,,,,GCA_024623275,
3072,do03,"DSM 18785, JCM 14811, AHU 1763, KCTC 15587",1,Adlercreutzia equolifaciens subsp. celata,1121021.16,anaerobe
,,,,,1121021.3,
,,,,,2574179708,
,,,,,394340.5,
,,,,,GCA_003428485,
,,,,,GCA_003726015,
,,,,,GCA_016865385,
,,,,,GCA_024171685,
3073,FJC-B9,"DSM 19450, CCUG 54925, JCM 14793, KCTC 15235",1,Adlercreutzia equolifaciens subsp. equolifaciens,1384484.3,anaerobe
,,,,,2597489914,
,,,,,446660.3,
,,,,,GCA_000478885,
,,,,,GCA_003428235,
3076,Mt1B8,"DSM 19490, CCUG 54980",1,Adlercreutzia mucosicola,1121866.8,anaerobe
,,,,,2524023091,
,,,,,GCA_000422625,
,,,,,GCA_024623255,
131531,WCA-131-CoC-2,"DSM 29508, KCTC 15543",1,Adlercreutzia muris,1796610.1,anaerobe
,,,,,2889625949,
,,,,,GCA_008831045,
,,,,,GCA_024623245,
1766,T6,"DSM 22365, LMG 21773, NCIMB 13939, JCM 15959",1,Aeriscardovia aeriphila,218139.3,anaerobe
,,,,,218139.4,
,,,,,2788500099,
,,,,,2824784629,
,,,,,GCA_002259595,
,,,,,GCA_013408435,
226,"UW06, UW 06","DSM 15819, CCM 4911, CCUG 28831, CIP 106115, JCM 18985, ATCC 48849, LMG 19525",1,Aerococcus christensenii,2687453475,anaerobe
,,,,,2728369595,
,,,,,525247.5,
,,,,,87541.3,
,,,,,GCA_001466745,
,,,,,GCA_001543105,
13874,BN 126,"DSM 2698, ATCC 35675, CIP 104405, NBRC 100434, NCIMB 2201",1,Afifella marina,1120955.3,anaerobe
,,,,,1120955.6,
,,,,,2595699009,
,,,,,GCA_003258905,
,,,,,GCA_016584015,
,,,,,GCA_900102695,
5441,A1-86,"DSM 17629, NCIMB 14373",0,Agathobacter rectalis,650377936,anaerobe
,,,,,657318.12,
,,,,,657318.4,
,,,,,GCA_000209935,
132618,SR79,"DSM 100391, KCTC 15532, JCM 30795",1,Agathobaculum butyriciproducens,1628085.3,anaerobe
,,,,,2756170243,
6668,,"DSM 18527, JCM 14202, NRIC 0689, CIP 109571",1,Agrilactobacillus composti,1236950.3,anaerobe
,,,,,1423734.3,
,,,,,2576861770,
,,,,,2700989152,
,,,,,GCA_000583695,
,,,,,GCA_001436375,
132956,Pyt,"DSM 100705, CIP 110913",1,Akkermansia glycaniphila,2846452581,anaerobe
,,,,,GCA_001683795,
17849,"Muc, MucT","DSM 22959, ATCC BAA-835, CIP 107961, CCUG 64013, JCM 33894, BCRC 81048",1,Akkermansia muciniphila,239935.2131,anaerobe
,,,,,GCA_000020225,
,,,,,GCA_008000975,
131145,YL44,DSM 26127,0,Akkermansia muciniphila,2721755767,anaerobe
,,,,,2833038095,
,,,,,GCA_001688765,
,,,,,GCA_002201495,
,,,,,GCA_016697425,
133329,S61,"DSM 102044, CCTCC AB 2015446",1,Algoriphagus iocasae,1836499.3,anaerobe
,,,,,2828441503,
,,,,,GCA_014206875,
498,AAM1,"DSM 23064, BCRC 17888, JCM 15522, JCM 31907",1,Aliagarivorans marinus,1120969.3,anaerobe
,,,,,2523533543,
,,,,,GCA_000429485,
499,AAT1,"DSM 22990, BCRC 17889, JCM 15537",1,Aliagarivorans taiwanensis,1120970.3,anaerobe
,,,,,2524614757,
,,,,,GCA_000429505,
2907,BC,"DSM 18852, JCM 14587",0,Alicycliphilus denitrificans,596153.11,anaerobe
,,,,,596153.12,
,,,,,596153.4,
,,,,,649633004,
,,,,,GCA_000179015,
159608,5CBH24,"DSM 108979, JCM 32850",1,Alistipes communis,2585118.3,anaerobe
,,,,,GCA_006542665,
14030,,"DSM 17242, CCUG 46020, CIP 107999, KCTC 15236, AHN 2437, JCM 16770, VTT E-093113T",1,Alistipes finegoldii,2509601035,anaerobe
,,,,,GCA_000265365,
14033,,"DSM 22520, JCM 16068, YIT 12060",1,Alistipes indistinctus,2513237277,anaerobe
,,,,,742725.163,
,,,,,742725.3,
,,,,,GCA_000231275,
,,,,,GCA_025144995,
14031,,"KCTC 15237, DSM 19147, ATCC BAA-1178, CCUG 48946, WAL 8169, JCM 16771",1,Alistipes onderdonkii subsp. onderdonkii,1120974.3,anaerobe
,,,,,2517572213,
,,,,,328813.144,
,,,,,GCA_000374505,
,,,,,GCA_025145285,
14029,"Carlier 10203, strain 1 Ando, 10203, 1 And","DSM 17216, CCUG 45780, CIP 104286, ATCC 29800, VPI 3293, JCM 16772",1,Alistipes putredinis,445970.5,anaerobe
,,,,,641736205,
,,,,,GCA_000154465,
130658,JC50,"DSM 25460, CSUR P150, JCM 32779, CSUR P156",0,Alistipes senegalensis,1033732.3,anaerobe
,,,,,1033732.5,
,,,,,1288121.42,
,,,,,1288121.43,
,,,,,2547132124,
,,,,,GCA_000312145,
,,,,,GCA_025145645,
14032,,"DSM 19121, ATCC BAA-1179, CCUG 48947, KCTC 15238, WAL 8301, JCM 16773",1,Alistipes shahii,717959.3,anaerobe
,,,,,717959.412,
,,,,,GCA_000210575,
24536,JC136,"DSM 25383, CSUR P148, JCM 32780",1,Alistipes timonensis,1033731.11,anaerobe
,,,,,2547132133,
,,,,,2693429854,
,,,,,GCA_000285455,
,,,,,GCA_900107675,
131513,CC-5826-WT-bac,DSM 27924,0,Alistipes timonensis,GCA_024623305,anaerobe
5412,Z-79820,"DSM 14828, Uniqem U-218, VKM B-2308",1,Alkalibacter saccharofermentans,1120975.4,anaerobe
,,,,,2582581275,
,,,,,GCA_900128885,
5453,CP11,"CCUG 57164, DSM 22112, ATCC BAA-1772, KCTC 15124",1,Alkalibaculum bacchi,2770939553,anaerobe
,,,,,645887.4,
,,,,,GCA_003317055,
17805,Z-7010,"DSM 15055, VKM B-2311",1,Alkaliflexus imshenetskii,2509276023,anaerobe
,,,,,927658.4,
,,,,,GCA_000517065,
1229,JMM-4,"DSM 16346, CIP 108766, JCM 12340",1,Alkalihalobacillus macyae,157733.5,anaerobe
,,,,,2630968384,
,,,,,GCA_001039475,
2865,E2R,"DSM 24577, CGMCC 1.5124, JCM 16124",1,Alkaliphilus halophilus,2901126171,anaerobe
,,,,,522397.3,
2863,OhILAs,"DSM 21761, ATCC BAA-1360, ATCC BAA1360",1,Alkaliphilus oremlandii,350688.5,anaerobe
,,,,,641228475,
,,,,,GCA_000018325,
2864,Z-7036,"DSM 18978, VKM B-2502",1,Alkaliphilus peptidifermentans,1120976.3,anaerobe
,,,,,2599185223,
,,,,,GCA_900101495,
160373,LacV,"DSM 100017, JCM 30644",1,Alkaliphilus pronyensis,1482732.3,anaerobe
,,,,,GCA_009017275,
,,,,,WBZC00000000,
160178,LacT,"DSM 100337, JCM 30643",1,Alkaliphilus serpentinus,1482731.3,anaerobe
,,,,,GCA_009017255,
,,,,,WBZB00000000,
130251,SAGM1,"DSM 29504, ATCC 700919, CGMCC 1.2940, JCM 10712, CIP 107133",1,Alkaliphilus transvaalensis,1408422.3,anaerobe
,,,,,2558309003,
,,,,,GCA_000621485,
133913,JC133,"KCTC 15220, NBRC 109056",1,Alkalispirochaeta sphaeroplastigenens,2791354917,anaerobe
,,,,,GCA_002916695,
17816,SC/BZ-SP2,"DSM 24412, ATCC BAA-2172",1,Alkalitalea saponilacus,2595698211,anaerobe
,,,,,889453.3,
,,,,,GCA_002201795,
,,,,,GCA_900168165,
17113,MR2,"DSM 15230, ATCC BAA-610, CCUG 48567, CIP 108260",1,Allisonella histaminiformans,209880.28,anaerobe
,,,,,2595698240,
,,,,,GCA_900103425,
5364,2CLOS2,"DSM 13633, CCUG 45212",1,Allobaculum stercoricanis,1050201.52,anaerobe
,,,,,2516493028,
,,,,,GCA_000384195,
131413,"AX1YC10, AX1YPE","DSM 21881, KCTC 15448",1,Allochromatium humboldtianum,2914811602,anaerobe
,,,,,504901.4,
,,,,,GCA_013385175,
23845,BH-2,DSM 15591,0,Allochromatium palmeri,231048.4,anaerobe
,,,,,2890683868,
,,,,,GCA_009720725,
2424,"D, Roelofsoen D","DSM 180, ATCC 17899",1,Allochromatium vinosum,572477.21,anaerobe
,,,,,572477.22,
,,,,,572477.4,
,,,,,646564502,
,,,,,GCA_000025485,
2436,,"DSM 173, ATCC 14959",1,Allochromatium warmingii,2675903030,anaerobe
,,,,,61595.4,
,,,,,GCA_900107145,
2248,01-570-1,"DSM 15817, CCUG 45438, CIP 107425",1,Allofustis seminis,1120978.3,anaerobe
,,,,,2518285549,
,,,,,GCA_000374325,
23199,81/4 12,"DSM 22548, CCUG 58091, KCTC 15416",1,Alloprevotella rava,2827976805,anaerobe
,,,,,671218.7,
,,,,,GCA_014195585,
137052,,"CIP 104476, ATCC 51259, JCM 13994, CCUG 34292, JCM 16135, NCTC 13073, VPI N14B-15",1,Alloprevotella tannerae,626522.3,anaerobe
,,,,,645951840,
,,,,,GCA_000159995,
1758,OMB105,"DSM 17774, JCM 13493, LMG 24385",1,Alloscardovia criceti,1122228.3,anaerobe
,,,,,2519103191,
,,,,,GCA_000376885,
23792,M8,"DSM 24762, CCM 7944",1,Alloscardovia macacae,1160091.5,anaerobe
,,,,,2788500374,
,,,,,GCA_002259705,
1767,,"DSM 21503, CCUG 31649, LMG 23792, CIP 109610",1,Alloscardovia omnicolens,1120979.4,anaerobe
,,,,,2523533599,
,,,,,GCA_000420505,
5424,,"DSM 3991, ATCC 29143, VPI C9-20, JCM 10413",1,Amedibacillus dolichus,428127.7,anaerobe
,,,,,641380446,
,,,,,GCA_000154285,
130325,WN037,"DSM 28287, JCM 19863",1,Aminicella lysinilytica,2795385453,anaerobe
,,,,,433323.3,
,,,,,GCA_004362975,
17782,ILE-2,"DSM 16581, JCM 14039",1,Aminiphilus circumscriptus,1304874.3,anaerobe
,,,,,2541046957,
,,,,,GCA_000526375,
24744,4F6E,"DSM 25964, JCM 18417",1,Aminivibrio pyruvatiphilus,1005740.3,anaerobe
,,,,,2756170234,
,,,,,GCA_004366815,
17767,ALA-1,DSM 12261,1,Aminobacterium colombiense,572547.3,anaerobe
,,,,,646564503,
,,,,,GCA_000025885,
17768,ILE-3,"DSM 12262, ATCC BAA-7",1,Aminobacterium mobile,1304875.3,anaerobe
,,,,,2541046969,
,,,,,GCA_000526395,
17769,GLU-3,"DSM 12260, ATCC BAA-6",1,Aminomonas paucivorans,2502790015,anaerobe
,,,,,584708.3,
,,,,,GCA_000165795,
16789,KC4,DSM 10501,1,Ammonifex degensii,429009.21,anaerobe
,,,,,429009.3,
,,,,,646311904,
,,,,,GCA_000024605,
16790,SR,"DSM 19636, VKM B-2461",1,Ammonifex thiophilus,2831524987,anaerobe
,,,,,GCA_003368535,
17114,"B4B0, B<SUB>4</SUB>B<SUB>0</SUB>, B4Bo","DSM 6283, ATCC 51455, CIP 105409",1,Anaeroarcus burkinensis,1120985.4,anaerobe
,,,,,2524614635,
,,,,,GCA_000430605,
1559,MS 6,"DSM 22531, NCCB 100213, UNIQEM U377",1,Anaerobacillus alkalidiazotrophicus,2698536991,anaerobe
,,,,,2839700685,
,,,,,472963.4,
,,,,,GCA_001866055,
131178,Z-0521,"DSM 18345, DSMZ 18345, VKM B-2403",1,Anaerobacillus alkalilacustris,2698536992,anaerobe
,,,,,393763.5,
,,,,,GCA_001866005,
1558,E1H,"DSM 15340, ATCC 700614, KCTC 5192",1,Anaerobacillus arseniciselenatis,2698536990,anaerobe
,,,,,85682.4,
,,,,,GCA_001865995,
130804,T-1-35,"DSM 27016, NBRC 109520",1,Anaerobacterium chartisolvens,1297424.3,anaerobe
,,,,,2770939622,
,,,,,GCA_003337415,
16633,S411,"DSM 6400, ATCC 29305",1,Anaerobiospirillum succiniciproducens,1120988.3,anaerobe
,,,,,2528768184,
,,,,,GCA_000482845,
16634,A 273/88,"DSM 11806, NCTC 12467, CCUG 46380, ATCC 700432",1,Anaerobiospirillum thomasii,179995.4,anaerobe
,,,,,2808606510,
,,,,,GCA_900445255,
131449,GluBS11,"DSM 29698, KCTC 15450, LMG 28619",1,Anaerobium acetethylicum,1619234.6,anaerobe
,,,,,2675903067,
,,,,,GCA_900096945,
17964,PAOHA-1,"DSM 14826, UNIQEM 227",1,Anaerobranca californiensis,1120989.3,anaerobe
,,,,,2585428191,
,,,,,GCA_900142275,
17963,LBS3,DSM 13577,1,Anaerobranca gottschalkii,1120990.3,anaerobe
,,,,,2602042032,
,,,,,GCA_900111575,
5428,,"DSM 3353, ATCC 27751, JCM 7789, VPI B4-27",1,Anaerobutyricum hallii,411469.11,anaerobe
,,,,,411469.3,
,,,,,643886203,
,,,,,GCA_000173975,
17970,,"DSM 7454, ATCC 49630, JCM 7635, GIFU 7662, CIP 107325",1,Anaerococcus hydrogenalis,561177.4,anaerobe
,,,,,642979323,
,,,,,GCA_000173355,
155856,,CCUG 59477,0,Anaerococcus hydrogenalis,879306.3,anaerobe
17971,,"DSM 7456, ATCC 51172, JCM 8140, CCUG 31351, CIP 103725, GIFU 8586",1,Anaerococcus lactolyticus,525254.4,anaerobe
,,,,,643886145,
,,,,,GCA_000156575,
17976,,"DSM 21462, ATCC BAA-1385, CCUG 53340, WAL 17230, JCM 15630, KCTC 5949",1,Anaerococcus murdochii,2928365402,anaerobe
,,,,,411577.3,
17975,Davey 1(Hare group VIII),"DSM 11663, KCTC 5964, NCTC 9810",1,Anaerococcus octavius,2512047049,anaerobe
,,,,,2808606682,
,,,,,54007.13,
,,,,,GCA_900445265,
17967,"PC 1, 10107","DSM 20548, ATCC 9321, JCM 6508, CCUG 41932, CIP 105881, NCTC 11806",1,Anaerococcus prevotii,2808606805,anaerobe
,,,,,33034.3,
,,,,,644736326,
,,,,,GCA_000024105,
,,,,,GCA_900445285,
130835,9402080,"DSM 26345, CSUR P121",1,Anaerococcus provencensis,2600255036,anaerobe
,,,,,GCA_000312365,
17977,JC48,"DSM 25366, CSUR P156",1,Anaerococcus senegalensis,1033733.3,anaerobe
,,,,,2547132134,
17969,,"DSM 2951, ATCC 35098, CCM 3634, JCM 1964, GIFU 7672, CCUG 17637, CIP 103927, LMG 14264",1,Anaerococcus tetradius,525255.3,anaerobe
,,,,,643886055,
,,,,,GCA_000159095,
17972,,"CCUG 31349, CIP 103621, KCTC 15028, DSM 7457, ATCC 51170, JCM 8138, GIFU 12669, GIFU 7732",1,Anaerococcus vaginalis,33037.9,anaerobe
,,,,,645058761,
,,,,,655811.4,
,,,,,GCA_000163295,
17973,ph9,DSM 25446,0,Anaerococcus vaginalis,1287640.3,anaerobe
,,,,,2547132149,
,,,,,GCA_000307225,
2542,10017,"DSM 1283, ATCC 13725, JCM 11016, NCIB 10631, NCIMB 10631, JCM 1421, BCRC 14474, CIP 104304",1,Anaerocolumna aminovalerica,1527.7,anaerobe
,,,,,2634166351,
,,,,,GCA_900115365,
2829,HY-35-12,"DSM 15929, IMSNU 40003, KCTC 5026",1,Anaerocolumna jejuensis,1121322.3,anaerobe
,,,,,2585428173,
,,,,,GCA_900142215,
2797,HESP1,"DSM 12503, JCM 31057",1,Anaerocolumna xylanovorans,1121345.3,anaerobe
,,,,,2582580727,
,,,,,433286.4,
,,,,,GCA_900143645,
5413,,"DSM 17244, ATCC BAA-858, CCUG 47767, CIP 108481, WAL 14563, KCTC 15239",1,Anaerofustis stercorihominis,445971.6,anaerobe
,,,,,641736193,
,,,,,GCA_000154825,
131107,WHC-424-CC-1,DSM 28733,0,Anaerofustis stercorihominis,GCA_024623185,anaerobe
159440,ST-NAGAB-D1,"DSM 103484, JCM 31926, KCTC 15600",1,Anaerohalosphaera lusitana,1936003.3,anaerobe
,,,,,GCA_002007645,
502,IMO-1,"DSM 16554, JCM 12577",1,Anaerolinea thermolimosa,229919.9,anaerobe
,,,,,GCA_001050195,
501,UNI-1,"DSM 14523, JCM 11388",1,Anaerolinea thermophila,649633005,anaerobe
,,,,,926569.3,
,,,,,GCA_000199675,
140570,DY2726D,"JCM 30224, MCCC 1A00776",1,Anaeromicrobium sediminis,GCA_002270055,anaerobe
2761,743A,"DSM 5832, ATCC 35295, OCM 2",1,Anaeromicropila populeti,2599185221,anaerobe
,,,,,37658.4,
17115,"DK glu 16, DKglu16","DSM 3853, ATCC 43704",1,Anaeromusa acidaminophila,1120992.3,anaerobe
,,,,,2518285615,
,,,,,GCA_000374545,
3755,2CP-1,"DSM 21875, ATCC BAA-258",1,Anaeromyxobacter dehalogenans,455488.5,anaerobe
,,,,,643348507,
,,,,,GCA_000022145,
3757,2CP-C,"DSM 21877, ATCC BAA-259",0,Anaeromyxobacter dehalogenans,290397.18,anaerobe
,,,,,637000007,
,,,,,GCA_000013385,
